,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
15515,Isaiah Joe OKC,OKC,H,01/03/2024,L,18,125.0,145.0,-20.0,6.3,0.50,9.1,5.6,0.0,2.9,18.2,56.3,56.3,20.4,113.88,3.3,
15516,Pascal Siakam TOR,TOR,H,01/03/2024,W,30,109.5,107.7,1.8,0.0,0.00,0.0,3.4,18.8,11.5,15.0,67.9,72.1,29.4,103.01,14.5,
15517,Chuma Okeke ORL,ORL,H,01/03/2024,L,27,113.2,98.2,15.0,21.4,0.00,37.5,3.7,17.1,11.3,0.0,110.0,110.0,8.8,96.53,20.5,
15518,OG Anunoby NYK,NYK,H,01/03/2024,W,34,129.2,82.9,46.3,6.1,2.00,16.7,6.3,14.0,10.7,8.3,61.1,61.1,12.0,99.07,10.0,
15519,Terance Mann LAC,LAC,H,01/03/2024,W,23,163.0,128.9,34.2,5.0,0.00,11.1,14.3,5.6,9.4,0.0,75.0,75.0,15.4,95.27,10.1,
15520,Jalen Duren DET,DET,H,01/03/2024,L,36,131.2,151.3,-20.1,9.7,1.50,21.4,11.8,18.8,15.2,14.3,85.7,92.4,12.2,101.48,12.7,
15521,Josh Giddey OKC,OKC,H,01/03/2024,L,22,120.8,123.5,-2.8,18.2,2.00,28.6,8.0,4.0,6.0,14.3,57.1,57.1,16.7,111.59,6.5,
15522,Lauri Markkanen UTA,UTA,H,01/03/2024,W,38,147.5,132.5,15.0,0.0,0.00,0.0,5.9,14.3,10.1,4.8,66.7,72.0,23.1,101.59,12.9,
15523,Dyson Daniels NOP,NOP,H,01/03/2024,W,24,125.0,127.3,-2.3,5.6,0.00,20.0,9.1,15.0,11.9,0.0,83.3,90.2,7.5,89.83,10.9,
15524,Clint Capela ATL,ATL,H,01/03/2024,W,25,122.8,136.2,-13.4,0.0,0.00,0.0,24.1,26.9,25.5,0.0,62.5,67.6,12.7,109.25,13.5,
15525,Jaden Ivey DET,DET,H,01/03/2024,L,22,146.9,150.0,-3.1,8.7,1.00,15.4,0.0,4.3,2.4,15.4,62.5,61.9,19.3,106.97,3.8,
15526,Brandon Ingram NOP,NOP,H,01/03/2024,W,32,126.6,109.7,16.9,31.8,2.33,30.4,0.0,12.9,7.3,13.0,68.2,72.0,21.9,93.67,16.1,
15527,Amen Thompson HOU,HOU,H,01/03/2024,W,20,95.5,93.3,2.1,11.1,1.00,8.3,0.0,20.7,12.2,8.3,50.0,49.6,23.9,107.52,10.8,
15528,Tristan Thompson CLE,CLE,H,01/03/2024,W,19,138.5,110.5,27.9,21.1,1.33,28.6,16.7,25.0,21.4,21.4,50.0,47.8,21.3,99.53,10.0,
15529,Trey Lyles SAC,SAC,H,01/03/2024,W,22,113.3,113.0,0.3,0.0,0.00,0.0,14.3,0.0,7.5,0.0,83.3,83.3,11.1,98.97,8.5,
15530,Jalen Smith IND,IND,H,01/03/2024,W,19,159.5,107.3,52.2,14.3,3.00,23.1,22.2,20.8,21.2,7.7,68.8,73.2,22.7,103.57,13.4,
15531,Craig Porter Jr.,CLE,H,WAS,01/03/2024,W,15,136.7,109.7,27.0,23.1,3.00,33.3,8.3,11.8,10.3,11.1,80.0,73.5,17.6,100.16,13.5
15532,Ja Morant MEM,MEM,H,01/03/2024,L,35,109.3,123.6,-14.3,42.9,4.50,28.1,2.6,22.6,11.4,6.3,63.9,67.8,27.1,101.14,20.7,
15533,Harrison Barnes SAC,SAC,H,01/03/2024,W,36,115.8,116.0,-0.2,3.6,0.00,8.3,2.8,6.5,4.5,0.0,77.8,75.9,12.4,99.62,7.0,
15534,Isaiah Jackson IND,IND,H,01/03/2024,W,18,112.2,122.5,-10.3,25.0,3.00,30.0,9.5,12.5,10.8,10.0,66.7,69.9,15.2,109.01,12.2,
15535,Wendell Carter Jr.,ORL,A,SAC,01/03/2024,L,21,116.3,105.1,11.2,25.0,3.00,27.3,7.1,30.0,20.6,9.1,64.3,64.3,17.8,93.12,12.7
15536,MarJon Beauchamp MIL,MIL,H,01/03/2024,L,21,129.8,131.9,-2.1,6.3,1.00,9.1,4.2,10.5,7.0,9.1,66.7,66.7,18.2,107.68,8.7,
15537,Caleb Houstan ORL,ORL,H,01/03/2024,L,31,108.8,111.5,-2.7,5.0,1.00,11.1,0.0,6.9,3.7,11.1,100,102.5,11.4,100.10,13.2,
15538,Xavier Tillman MEM,MEM,H,01/03/2024,L,24,98.1,131.4,-33.3,11.8,0.00,40.0,8.7,14.3,11.4,0.0,66.7,66.7,5.4,106.44,5.0,
15539,Cameron Payne MIL,MIL,H,01/03/2024,L,10,136.8,105.0,31.8,28.6,0.00,33.3,0.0,7.7,5.3,0.0,83.3,81.0,20.0,93.76,13.2,
15540,Malcolm Brogdon POR,POR,H,01/03/2024,L,17,91.9,121.1,-29.2,20.0,0.00,25.0,0.0,11.1,5.6,0.0,33.3,38.8,15.4,107.04,5.9,
15541,Anthony Davis LAL,LAL,H,01/03/2024,L,43,96.7,110.9,-14.1,27.3,1.20,18.8,7.5,28.6,19.1,15.6,58.8,67.8,25.5,103.21,22.3,
15542,Robin Lopez MIL,MIL,H,01/03/2024,L,2,160.0,60.0,100.0,0.0,0.00,0.0,0.0,33.3,20.0,0.0,0.0,0.0,0.0,124.14,9.5,
15543,Obi Toppin IND,IND,H,01/03/2024,W,27,118.0,127.9,-9.8,21.1,0.00,22.2,9.7,20.8,14.5,0.0,50.0,54.5,20.0,109.12,12.4,
15544,Jericho Sims NYK,NYK,H,01/03/2024,W,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,33.3,25.0,0.0,0.0,0.0,0.0,84.71,-66.7,
15545,Jordan Poole WAS,WAS,H,01/03/2024,L,23,108.7,160.0,-51.3,10.5,2.00,14.3,10.0,0.0,6.3,7.1,36.4,36.4,20.7,96.21,-0.4,
15546,Deni Avdija WAS,WAS,H,01/03/2024,L,22,104.7,144.2,-39.5,23.5,1.33,22.2,6.7,19.0,11.8,16.7,31.8,31.8,25.5,96.15,4.4,
15547,Julian Phillips CHI,CHI,H,01/03/2024,L,2,66.7,66.7,0.0,0.0,0.00,0.0,33.3,0.0,25.0,0.0,0.0,0.0,25.0,83.88,-33.3,
15548,Cade Cunningham DET,DET,H,01/03/2024,L,40,130.5,144.6,-14.1,46.4,2.17,31.7,0.0,14.7,6.8,14.6,64.3,66.8,28.0,100.00,14.2,
15549,Paolo Banchero ORL,ORL,H,01/03/2024,L,45,117.0,117.9,-0.9,21.7,0.63,11.1,2.7,6.7,4.9,17.8,64.0,69.0,40.4,100.02,12.0,
15550,Alec Burks DET,DET,H,01/03/2024,L,34,114.7,132.4,-17.8,4.3,0.50,4.5,0.0,12.9,5.7,9.1,67.6,70.3,23.3,104.46,10.5,
15551,Tim Hardaway Jr.,DAL,H,POR,01/03/2024,W,24,105.8,92.2,13.6,0.0,0.00,0.0,0.0,10.3,5.6,0.0,60.0,64.3,19.3,105.42,13.7
15552,Ibou Badji POR,POR,H,01/03/2024,L,15,66.7,160.0,-93.3,0.0,0.00,0.0,16.7,11.1,14.8,66.7,0.0,0.0,16.7,96.97,-17.5,
15553,Lindy Waters III,OKC,A,ATL,01/03/2024,L,20,132.6,124.4,8.2,5.9,1.00,12.5,0.0,15.8,8.1,12.5,75.0,75.0,14.3,108.39,6.3
15554,CJ McCollum NOP,NOP,H,01/03/2024,W,30,125.9,107.0,18.8,26.3,2.50,20.0,0.0,10.0,5.6,8.0,62.5,67.6,29.9,93.01,16.7,
15555,Andre Drummond CHI,CHI,H,01/03/2024,L,31,101.6,126.2,-24.6,0.0,0.00,0.0,21.6,36.4,27.1,6.3,41.7,44.4,22.2,96.16,10.4,
15556,Austin Reaves LAL,LAL,H,01/03/2024,L,37,100.0,103.9,-3.9,38.1,2.67,29.6,0.0,12.2,6.8,11.1,66.7,75.2,22.1,101.17,17.2,
15557,Mikal Bridges BKN,BKN,H,01/03/2024,L,36,94.5,118.9,-24.4,15.0,3.00,13.0,0.0,12.5,4.9,4.3,36.1,38.8,23.5,97.10,5.1,
15558,Ziaire Williams MEM,MEM,H,01/03/2024,L,18,122.0,137.8,-15.9,0.0,0.00,0.0,10.5,21.1,15.8,0.0,75.0,75.0,27.3,103.18,18.6,
15559,Ausar Thompson DET,DET,H,01/03/2024,L,11,116.7,88.0,28.7,10.0,0.00,16.7,14.3,8.3,11.5,0.0,25.0,20.5,16.1,105.79,-1.3,
15560,Bojan Bogdanovic DET,DET,H,01/03/2024,L,43,134.8,142.0,-7.2,15.6,5.00,15.2,2.7,14.0,8.8,3.0,65.4,67.0,27.5,99.80,12.3,
15561,RJ Barrett TOR,TOR,H,01/03/2024,W,33,113.0,111.1,1.9,11.5,1.00,15.8,0.0,18.9,10.3,15.8,50.0,52.6,21.3,103.36,7.4,
15562,Jaden McDaniels MIN,MIN,H,01/03/2024,L,33,109.4,139.1,-29.7,9.5,2.00,15.4,0.0,0.0,0.0,7.7,55.0,55.0,15.9,93.10,4.5,
15563,Max Christie LAL,LAL,H,01/03/2024,L,28,85.9,101.6,-15.7,0.0,0.00,0.0,3.0,12.1,7.6,13.3,50.0,54.3,20.3,106.60,6.9,
15564,Jamal Cain MIA,MIA,H,01/03/2024,W,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.36,0.0,
15565,Santi Aldama MEM,MEM,H,01/03/2024,L,22,108.3,106.4,2.0,18.8,3.00,27.3,3.8,35.0,17.4,9.1,50.0,50.9,14.5,105.72,10.1,
15566,Cody Zeller NOP,NOP,H,01/03/2024,W,2,100.0,175.0,-75.0,50.0,0.00,100.0,33.3,0.0,25.0,0.0,0.0,0.0,0.0,99.69,10.3,
15567,Reggie Bullock Jr.,HOU,H,BKN,01/03/2024,W,8,70.6,131.6,-61.0,33.3,0.00,33.3,0.0,12.5,6.7,0.0,0.0,0.0,11.8,113.19,0.0
15568,Duncan Robinson MIA,MIA,H,01/03/2024,W,30,101.6,98.4,3.2,10.5,2.00,11.8,0.0,0.0,0.0,5.9,46.4,46.4,22.4,100.90,2.6,
15569,Kevin Love MIA,MIA,H,01/03/2024,W,28,113.3,93.4,19.9,13.6,0.00,23.1,9.7,33.3,21.9,0.0,57.1,51.9,15.6,104.14,15.0,
15570,Anthony Black ORL,ORL,H,01/03/2024,L,25,112.2,107.7,4.6,30.8,4.00,33.3,4.5,3.7,4.1,8.3,64.3,64.3,14.8,98.80,10.6,
15571,Orlando Robinson MIA,MIA,H,01/03/2024,W,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.36,0.0,
15572,Isaiah Livers DET,DET,H,01/03/2024,L,37,137.7,152.6,-14.9,0.0,0.00,0.0,10.0,2.9,6.3,12.5,64.3,67.2,9.1,101.96,3.1,
15573,Admiral Schofield ORL,ORL,H,01/03/2024,L,6,140.0,81.8,58.2,20.0,0.00,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.16,0.0,
15574,Karl-Anthony Towns MIN,MIN,H,01/03/2024,L,36,111.4,139.1,-27.7,9.5,2.00,8.3,6.1,14.8,10.0,4.2,42.1,49.8,29.3,92.26,8.4,
15575,Kyle Kuzma WAS,WAS,H,01/03/2024,L,23,108.7,160.0,-51.3,20.0,3.00,18.8,0.0,11.1,4.2,6.3,66.7,66.7,22.4,96.21,11.6,
15576,De'Aaron Fox SAC,SAC,H,01/03/2024,W,44,107.7,111.2,-3.5,21.9,2.33,20.6,5.8,2.8,4.5,8.8,27.3,31.6,24.1,98.31,2.6,
15577,T.J. McConnell IND,IND,H,01/03/2024,W,19,123.8,119.5,4.3,17.6,3.00,27.3,0.0,35.3,16.7,9.1,33.3,43.6,17.4,106.62,9.5,
15578,Christian Wood LAL,LAL,H,01/03/2024,L,24,94.2,96.0,-1.8,27.3,1.50,18.8,13.3,13.3,13.3,12.5,50.0,57.4,21.0,101.06,17.2,
15579,Day'Ron Sharpe BKN,BKN,H,01/03/2024,L,20,91.1,107.0,-15.9,10.0,1.00,8.3,13.3,42.1,24.5,8.3,57.1,57.1,20.0,104.80,16.2,
15580,Jalen Brunson NYK,NYK,H,01/03/2024,W,38,130.4,93.5,36.9,46.4,3.25,33.3,0.0,6.7,3.8,10.3,68.2,69.1,28.9,97.71,17.4,
15581,Tyrese Haliburton IND,IND,H,01/03/2024,W,34,146.1,121.6,24.4,41.4,0.00,36.4,0.0,5.3,3.1,0.0,62.5,68.5,25.0,106.35,19.0,
15582,Jontay Porter TOR,TOR,H,01/03/2024,W,7,140.0,80.0,60.0,0.0,0.00,0.0,0.0,30.0,18.8,0.0,0.0,0.0,12.5,100.00,-3.3,
15583,Jeff Green HOU,HOU,H,01/03/2024,W,17,92.1,107.7,-15.6,0.0,0.00,0.0,0.0,0.0,0.0,16.7,75.0,82.0,15.4,108.49,6.0,
15584,Jarace Walker IND,IND,H,01/03/2024,W,2,60.0,160.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,85.2,40.0,124.14,19.0,
15585,R.J. Hampton MIA,MIA,H,01/03/2024,W,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.36,0.0,
15586,Josh Richardson MIA,MIA,H,01/03/2024,W,21,104.5,86.0,18.5,7.7,0.00,12.5,0.0,3.7,2.0,0.0,71.4,71.4,14.3,101.85,9.8,
15587,Chris Livingston MIL,MIL,H,01/03/2024,L,2,160.0,60.0,100.0,25.0,0.00,100.0,0.0,33.3,20.0,0.0,0.0,0.0,0.0,124.14,19.0,
15588,Anthony Edwards MIN,MIN,H,01/03/2024,L,37,112.7,133.8,-21.1,29.4,0.83,13.9,5.4,7.4,6.3,16.7,59.1,66.3,37.3,91.94,16.2,
15589,Jaxson Hayes LAL,LAL,H,01/03/2024,L,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.36,0.0,
15590,Jalen Wilson BKN,BKN,H,01/03/2024,L,5,81.8,110.0,-28.2,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.23,13.3,
15591,Jusuf Nurkic PHX,PHX,H,01/03/2024,L,25,126.5,154.0,-27.5,5.3,1.00,12.5,4.5,33.3,16.2,12.5,60.0,71.2,12.7,95.36,8.1,
15592,Kyrie Irving DAL,DAL,H,01/03/2024,W,29,129.0,98.4,30.7,29.4,5.00,18.5,4.2,22.2,15.0,3.7,63.2,67.0,32.4,101.91,27.8,
15593,Bam Adebayo MIA,MIA,H,01/03/2024,W,38,113.4,97.6,15.8,17.2,2.50,20.8,7.5,10.5,9.0,8.3,35.7,45.1,20.9,103.83,7.4,
15594,Bradley Beal PHX,PHX,H,01/03/2024,L,41,129.3,136.1,-6.9,13.8,1.33,13.8,6.1,9.4,7.7,10.3,35.0,45.5,26.9,96.62,4.7,
15595,Naji Marshall NOP,NOP,H,01/03/2024,W,14,89.3,116.7,-27.4,0.0,0.00,0.0,0.0,11.8,7.1,0.0,25.0,25.0,13.3,98.49,-3.8,
15596,Trendon Watford BKN,BKN,H,01/03/2024,L,20,108.7,93.2,15.5,7.7,0.00,11.1,13.8,13.6,13.7,0.0,66.7,70.9,14.0,105.97,19.7,
15597,Kawhi Leonard LAC,LAC,H,01/03/2024,W,40,147.4,132.9,14.5,11.1,1.50,12.0,7.4,19.4,13.8,8.0,68.8,76.8,25.0,90.93,17.1,
15598,Jarrett Allen CLE,CLE,H,01/03/2024,W,29,145.8,101.7,44.0,28.0,7.00,35.0,21.9,30.8,26.8,5.0,70.0,72.3,17.3,95.40,24.9,
15599,Gary Harris ORL,ORL,H,01/03/2024,L,12,125.0,158.3,-33.3,12.5,1.00,16.7,0.0,16.7,7.1,16.7,62.5,56.3,18.5,99.74,2.9,
15600,Corey Kispert WAS,WAS,H,01/03/2024,L,20,97.6,148.8,-51.2,0.0,0.00,0.0,0.0,3.8,1.9,0.0,44.4,51.5,23.9,100.15,6.2,
15601,Kris Murray POR,POR,H,01/03/2024,L,15,82.4,84.8,-2.5,22.2,2.00,33.3,0.0,5.0,2.6,16.7,33.3,33.3,11.1,110.14,5.1,
15602,Landry Shamet WAS,WAS,H,01/03/2024,L,15,106.3,153.1,-46.9,20.0,0.00,22.2,0.0,15.0,7.7,0.0,66.7,65.4,19.4,101.50,14.6,
15603,Julius Randle NYK,NYK,H,01/03/2024,W,39,125.0,109.3,15.7,16.7,1.33,12.1,0.0,15.0,7.9,9.1,63.0,67.1,32.6,93.89,18.0,
15604,Scottie Barnes TOR,TOR,H,01/03/2024,W,40,115.5,109.2,6.3,29.6,8.00,32.0,0.0,4.8,2.5,4.0,57.1,63.5,18.7,103.00,11.3,
15605,Jalen Suggs ORL,ORL,H,01/03/2024,L,39,109.9,125.9,-16.0,19.0,1.00,14.8,3.3,5.6,4.5,14.8,61.1,63.6,27.1,99.06,9.1,
15606,Killian Hayes DET,DET,H,01/03/2024,L,13,124.2,112.1,12.1,40.0,0.00,66.7,0.0,22.2,13.3,0.0,33.3,33.3,8.3,117.78,11.9,
15607,Quentin Grimes NYK,NYK,H,01/03/2024,W,18,91.4,144.4,-53.0,0.0,0.00,0.0,0.0,5.9,2.8,0.0,44.4,44.4,21.4,92.95,5.3,
15608,Olivier-Maxence Prosper DAL,DAL,H,01/03/2024,W,8,81.0,95.2,-14.3,25.0,0.00,16.7,12.5,33.3,20.0,0.0,33.3,52.5,20.8,119.53,25.5,
15609,Bogdan Bogdanovic ATL,ATL,H,01/03/2024,W,28,140.3,124.6,15.7,20.0,0.00,18.2,0.0,4.3,2.2,0.0,59.4,64.8,26.9,106.44,10.9,
15610,Dejounte Murray ATL,ATL,H,01/03/2024,W,35,132.5,129.1,3.4,19.4,2.00,20.7,5.6,11.8,8.6,10.3,50.0,55.7,24.2,107.75,9.0,
15611,Max Strus CLE,CLE,H,01/03/2024,W,28,153.6,94.7,58.8,13.0,3.00,17.6,6.3,5.0,5.6,5.9,92.3,92.3,19.4,96.82,16.1,
15612,Cam Whitmore HOU,HOU,H,01/03/2024,W,17,89.2,102.6,-13.4,14.3,1.00,11.1,0.0,9.1,5.1,11.1,78.6,78.6,20.5,108.65,15.3,
15613,Paul George LAC,LAC,H,01/03/2024,W,37,148.6,131.9,16.7,12.0,3.00,13.0,7.7,18.5,13.2,4.3,75.0,81.8,24.4,93.91,17.7,
15614,James Wiseman DET,DET,H,01/03/2024,L,17,130.6,100.0,30.6,0.0,0.00,0.0,27.8,20.0,23.7,30.0,57.1,57.1,22.7,103.06,10.2,
15615,Collin Sexton UTA,UTA,H,01/03/2024,W,30,142.9,135.4,7.5,22.7,0.00,20.8,3.6,3.7,3.6,0.0,53.6,67.9,26.4,101.50,12.8,
15616,Shaedon Sharpe POR,POR,H,01/03/2024,L,22,89.6,112.2,-22.7,0.0,0.00,0.0,3.8,12.0,7.8,0.0,54.2,60.1,25.0,103.77,13.5,
15617,Jerami Grant POR,POR,H,01/03/2024,L,20,95.0,127.5,-32.5,22.2,0.67,13.3,0.0,6.7,2.5,20.0,50.0,48.4,26.0,97.96,0.0,
15618,Caris LeVert CLE,CLE,H,01/03/2024,W,23,152.2,102.1,50.0,26.3,0.00,21.7,6.9,10.3,8.6,0.0,58.3,58.3,28.6,97.47,17.7,
15619,Keyonte George UTA,UTA,H,01/03/2024,W,23,128.0,120.0,8.0,9.1,2.00,16.7,0.0,8.0,4.1,8.3,27.8,27.8,16.9,105.57,0.9,
15620,Desmond Bane MEM,MEM,H,01/03/2024,L,38,109.4,106.0,3.4,32.0,0.00,29.6,4.7,5.6,5.1,0.0,55.6,58.3,19.8,106.81,12.5,
15621,Domantas Sabonis SAC,SAC,H,01/03/2024,W,46,125.0,118.0,7.0,34.3,2.00,34.3,14.0,47.2,29.1,17.1,57.1,61.2,20.9,95.50,19.5,
15622,Kris Dunn UTA,UTA,H,01/03/2024,W,16,148.5,152.9,-4.5,25.0,0.00,40.0,0.0,11.1,3.6,0.0,33.3,33.3,14.6,100.71,8.8,
15623,Immanuel Quickley TOR,TOR,H,01/03/2024,W,33,119.7,105.6,14.2,23.8,5.00,18.5,0.0,8.1,4.7,3.7,58.3,63.0,29.3,104.80,13.1,
15624,Scoot Henderson POR,POR,H,01/03/2024,L,33,94.1,135.3,-41.2,35.0,1.17,26.9,2.6,12.9,7.2,23.1,22.7,27.4,22.9,100.33,-2.2,
15625,Keita Bates-Diop PHX,PHX,H,01/03/2024,L,21,123.3,127.9,-4.7,20.0,0.00,42.9,0.0,0.0,0.0,0.0,50.0,64.4,8.7,98.09,3.9,
15626,Trae Young ATL,ATL,H,01/03/2024,W,34,118.2,128.2,-10.0,45.8,1.83,31.4,0.0,12.1,5.6,17.1,53.8,67.3,25.8,109.57,14.3,
15627,Josh Hart NYK,NYK,H,01/03/2024,W,25,129.2,125.0,4.2,12.5,1.50,30.0,4.0,18.2,10.6,20.0,30.0,30.0,11.5,90.71,2.2,
15628,Cameron Johnson BKN,BKN,H,01/03/2024,L,32,108.7,115.9,-7.2,21.7,0.00,26.3,0.0,20.0,9.0,0.0,57.7,54.0,18.4,103.07,10.7,
15629,Tyler Herro MIA,MIA,H,01/03/2024,W,28,106.7,95.2,11.5,23.5,2.00,15.4,0.0,25.0,10.5,7.7,47.4,51.7,33.8,105.12,13.8,
15630,Ayo Dosunmu CHI,CHI,H,01/03/2024,L,31,95.4,112.3,-16.9,20.0,0.00,23.5,0.0,12.1,5.7,0.0,20.8,27.2,18.1,99.45,3.7,
15631,Jordan Hawkins NOP,NOP,H,01/03/2024,W,3,100.0,133.3,-33.3,0.0,0.00,0.0,0.0,0.0,0.0,0.0,50.0,50.0,25.0,108.27,6.9,
15632,Bilal Coulibaly WAS,WAS,H,01/03/2024,L,33,100.0,136.4,-36.4,4.2,0.50,6.3,2.3,10.8,6.3,12.5,20.8,19.4,20.0,97.33,-2.3,
15633,Dalen Terry CHI,CHI,H,01/03/2024,L,8,117.6,82.4,35.3,16.7,0.00,33.3,0.0,11.1,5.3,0.0,50.0,50.0,10.0,97.53,3.3,
15634,Jakob Poeltl TOR,TOR,H,01/03/2024,W,33,101.4,112.3,-10.9,8.7,2.00,16.7,8.6,13.5,11.1,8.3,28.6,40.0,12.8,104.19,6.7,
15635,Russell Westbrook LAC,LAC,H,01/03/2024,W,19,126.3,113.2,13.2,13.3,1.00,16.7,12.5,17.6,15.2,16.7,28.6,38.1,22.2,98.86,6.7,
15636,Jalen Hood-Schifino LAL,LAL,H,01/03/2024,L,6,58.3,66.7,-8.3,0.0,0.00,0.0,10.0,14.3,11.8,0.0,0.0,0.0,23.5,95.52,-58.3,
15637,Malik Beasley MIL,MIL,H,01/03/2024,L,23,101.9,134.0,-32.1,6.7,0.00,11.1,0.0,4.8,2.3,0.0,50.0,50.0,14.3,111.58,0.9,
15638,John Konchar MEM,MEM,H,01/03/2024,L,8,88.2,76.5,11.8,16.7,1.00,25.0,0.0,22.2,11.8,25.0,0.0,0.0,16.7,101.37,10.9,
15639,Ben Sheppard IND,IND,H,01/03/2024,W,2,60.0,160.0,-100.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,124.14,-9.5,
15640,Trevelin Queen ORL,ORL,H,01/03/2024,L,38,117.6,108.9,8.7,20.7,0.00,42.9,0.0,4.8,2.7,0.0,28.6,31.7,10.1,96.52,3.0,
15641,Adama Sanogo CHI,CHI,H,01/03/2024,L,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.71,0.0,
15642,Kevin Huerter SAC,SAC,H,01/03/2024,W,18,126.5,114.7,11.8,13.3,2.00,22.2,5.6,40.0,21.2,11.1,0.0,17.0,15.9,91.10,5.3,
15643,Toumani Camara POR,POR,H,01/03/2024,L,20,90.9,118.6,-27.7,0.0,0.00,0.0,8.0,16.7,11.6,18.2,50.0,53.6,20.8,103.88,3.7,
15644,Grant Williams DAL,DAL,H,01/03/2024,W,15,106.1,100.0,6.1,16.7,0.67,28.6,5.9,7.1,6.5,42.9,50.0,50.0,13.2,105.33,-0.9,
15645,Chris Duarte SAC,SAC,H,01/03/2024,W,10,113.6,140.9,-27.3,9.1,0.50,16.7,0.0,0.0,0.0,33.3,0.0,0.0,18.5,101.54,-9.8,
15646,Jose Alvarado NOP,NOP,H,01/03/2024,W,27,118.2,116.7,1.5,12.5,3.00,25.0,5.3,6.7,6.1,8.3,50.0,50.0,15.0,96.71,4.0,
15647,Anfernee Simons POR,POR,H,01/03/2024,L,27,89.1,135.6,-46.5,23.1,1.50,13.0,2.9,18.2,8.8,8.7,34.4,42.2,29.9,101.33,7.9,
15648,Jordan Nwora IND,IND,H,01/03/2024,W,1,60.0,150.0,-90.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.15,0.0,
15649,Naz Reid MIN,MIN,H,01/03/2024,L,25,116.3,112.5,3.8,12.5,2.00,18.2,0.0,35.3,13.3,9.1,50.0,50.0,15.3,94.70,8.4,
15650,David Roddy MEM,MEM,H,01/03/2024,L,8,58.8,125.0,-66.2,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,105.60,-7.3,
15651,Delon Wright WAS,WAS,H,01/03/2024,L,18,81.6,136.8,-55.3,30.8,4.00,50.0,0.0,7.7,3.9,12.5,0.0,0.0,9.3,98.95,2.9,
15652,Brandon Williams DAL,DAL,H,01/03/2024,W,6,57.1,113.3,-56.2,0.0,0.00,0.0,8.3,25.0,12.5,0.0,0.0,0.0,12.5,117.30,-3.1,
15653,Aaron Holiday HOU,HOU,H,01/03/2024,W,14,93.5,106.3,-12.7,33.3,3.00,33.3,0.0,5.9,3.3,11.1,30.0,30.0,18.8,107.87,0.0,
15654,Cam Thomas BKN,BKN,H,01/03/2024,L,18,90.0,117.9,-27.9,35.7,5.00,33.3,0.0,0.0,0.0,6.7,0.0,22.8,22.7,108.45,1.3,
15655,Taurean Prince LAL,LAL,H,01/03/2024,L,29,93.8,119.4,-25.6,8.7,2.00,22.2,0.0,15.2,8.5,11.1,0.0,0.0,9.7,105.00,-1.5,
15656,Goga Bitadze ORL,ORL,H,01/03/2024,L,28,103.4,127.1,-23.7,11.1,2.00,22.2,4.2,17.9,11.5,11.1,40.0,51.0,11.5,100.09,7.1,
15657,Marcus Smart MEM,MEM,H,01/03/2024,L,33,109.6,95.8,13.8,6.9,0.67,12.5,0.0,14.3,7.0,18.8,20.0,26.5,17.1,105.11,-1.5,
15658,Luke Kennard MEM,MEM,H,01/03/2024,L,19,83.7,129.3,-45.5,0.0,0.00,0.0,0.0,6.3,2.6,0.0,20.0,20.0,11.4,107.14,-2.3,
15659,Bobby Portis MIL,MIL,H,01/03/2024,L,20,126.2,125.6,0.6,6.3,0.00,8.3,16.7,17.6,17.1,0.0,40.0,41.4,23.4,100.41,7.0,
15660,Khris Middleton MIL,MIL,H,01/03/2024,L,32,115.1,135.6,-20.5,33.3,1.75,29.2,2.8,17.2,9.2,16.7,69.2,70.7,21.0,109.16,12.2,
15661,Jaden Hardy DAL,DAL,H,01/03/2024,W,11,84.6,76.9,7.7,33.3,0.00,8.3,0.0,7.1,3.1,0.0,45.0,48.6,37.9,114.85,25.0,
15662,Cole Swider MIA,MIA,H,01/03/2024,W,1,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,72.36,100,
15663,Kevin Knox II,DET,A,UTA,01/03/2024,L,13,114.3,92.9,21.4,16.7,0.00,28.6,5.6,0.0,3.2,0.0,40.0,40.0,13.5,104.67,5.1
15664,Donte DiVincenzo NYK,NYK,H,01/03/2024,W,25,120.0,85.7,34.3,22.7,1.67,27.8,4.8,11.8,9.1,16.7,55.0,55.0,22.0,106.56,8.6,
